x_from,y_from,x_to,y_to,dist,json
-73.911469,40.76841,-73.991478,40.76841,1484.1,{'durations': [[0, 1484.1], [1408.7, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.99136, 40.768569], 'name': 'West 55th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.99136, 40.768569], 'name': 'West 55th Street'}]}
-73.911469,40.76841,-73.995415,40.76841,1530.6,{'durations': [[0, 1530.6], [1360.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.995445, 40.768423], 'name': '12th Avenue'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.995445, 40.768423], 'name': '12th Avenue'}]}
-73.911469,40.76841,-74.010605,40.76841,1881.2,{'durations': [[0, 1881.2], [1954.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.015504, 40.768972], 'name': 'Henley Place'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.015504, 40.768972], 'name': 'Henley Place'}]}
-73.911469,40.76841,-74.005966,40.76841,1901.6,{'durations': [[0, 1901.6], [1690.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.00124, 40.766967], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.00124, 40.766967], 'name': ''}]}
-73.911469,40.76841,-73.987419,40.76841,1392.9,{'durations': [[0, 1392.9], [1264.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.987293, 40.768581], 'name': 'West 57th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.987293, 40.768581], 'name': 'West 57th Street'}]}
-73.911469,40.76841,-73.984421,40.76841,1443.7,{'durations': [[0, 1443.7], [1213.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.984513, 40.768283], 'name': 'West 58th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.984513, 40.768283], 'name': 'West 58th Street'}]}
-73.911469,40.76841,-73.991508,40.76841,1484.4,{'durations': [[0, 1484.4], [1408.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.991383, 40.768579], 'name': 'West 55th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.991383, 40.768579], 'name': 'West 55th Street'}]}
-73.911469,40.76841,-73.978645,40.76841,1399.4,{'durations': [[0, 1399.4], [1131.1, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979144, 40.768005], 'name': 'West Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979144, 40.768005], 'name': 'West Drive'}]}
-73.911469,40.76841,-73.978531,40.76841,1400.3,{'durations': [[0, 1400.3], [1130.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979083, 40.767962], 'name': 'West Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979083, 40.767962], 'name': 'West Drive'}]}
-73.911469,40.76841,-73.961662,40.76841,1001.6,{'durations': [[0, 1001.6], [1008.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.9616, 40.768384], 'name': '3rd Avenue'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.9616, 40.768384], 'name': '3rd Avenue'}]}
-73.911469,40.76841,-73.956032,40.76841,1011.6,{'durations': [[0, 1011.6], [1060.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.955871, 40.768628], 'name': 'East 73rd Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.955871, 40.768628], 'name': 'East 73rd Street'}]}
-73.911469,40.76841,-73.97464,40.76841,1260.8,{'durations': [[0, 1260.8], [1325.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.975515, 40.76874], 'name': 'Center Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.975515, 40.76874], 'name': 'Center Drive'}]}
-73.911469,40.76841,-73.978973,40.76841,1397.1,{'durations': [[0, 1397.1], [1133.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979319, 40.768129], 'name': 'West Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979319, 40.768129], 'name': 'West Drive'}]}
-73.911469,40.76841,-73.968414,40.76841,1098.7,{'durations': [[0, 1098.7], [1145.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.968616, 40.768136], 'name': 'East 66th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.968616, 40.768136], 'name': 'East 66th Street'}]}
-73.911469,40.76841,-73.978241,40.76841,1403.7,{'durations': [[0, 1403.7], [1126.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.978818, 40.76779], 'name': 'West Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.978818, 40.76779], 'name': 'West Drive'}]}
-73.911469,40.76841,-74.003113,40.76841,1898.2,{'durations': [[0, 1898.2], [1693.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.001194, 40.767026], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.001194, 40.767026], 'name': ''}]}
-73.911469,40.76841,-73.984634,40.76841,1440.5,{'durations': [[0, 1440.5], [1216.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.984677, 40.768351], 'name': 'West 58th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.984677, 40.768351], 'name': 'West 58th Street'}]}
-73.911469,40.76841,-73.955093,40.76841,1022.9,{'durations': [[0, 1022.9], [947.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.955154, 40.768326], 'name': 'East 73rd Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.955154, 40.768326], 'name': 'East 73rd Street'}]}
-73.911469,40.76841,-73.963753,40.76841,1041.3,{'durations': [[0, 1041.3], [996.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.963693, 40.768385], 'name': 'Lexington Avenue'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.963693, 40.768385], 'name': 'Lexington Avenue'}]}
-73.911469,40.76841,-74.004074,40.76841,1898.2,{'durations': [[0, 1898.2], [1693.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.001194, 40.767026], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.001194, 40.767026], 'name': ''}]}
-73.911469,40.76841,-73.982864,40.76841,1339.7,{'durations': [[0, 1339.7], [1169.7, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.982328, 40.768213], 'name': 'Columbus Circle'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.982328, 40.768213], 'name': 'Columbus Circle'}]}
-73.911469,40.76841,-73.979424,40.76841,1393.6,{'durations': [[0, 1393.6], [1136.9, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979569, 40.768328], 'name': 'West Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979569, 40.768328], 'name': 'West Drive'}]}
-73.911469,40.76841,-73.977058,40.76841,1251.3,{'durations': [[0, 1251.3], [1335.1, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.975922, 40.768063], 'name': 'Center Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.975922, 40.768063], 'name': 'Center Drive'}]}
-73.911469,40.76841,-73.97065,40.76841,1181.0,{'durations': [[0, 1181], [1108.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.970776, 40.768256], 'name': '65th St Transverse'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.970776, 40.768256], 'name': '65th St Transverse'}]}
-73.911469,40.76841,-73.998024,40.76841,1813.8,{'durations': [[0, 1813.8], [1768.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.997766, 40.768759], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.997766, 40.768759], 'name': ''}]}
-73.911469,40.76841,-73.989082,40.76841,1468.4,{'durations': [[0, 1468.4], [1302.7, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.989076, 40.768407], 'name': '10th Avenue'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.989076, 40.768407], 'name': '10th Avenue'}]}
-73.911469,40.76841,-74.002365,40.76841,1831.3,{'durations': [[0, 1831.3], [1764.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.000348, 40.768241], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.000348, 40.768241], 'name': ''}]}
-73.911469,40.76841,-73.952705,40.76841,946.4,{'durations': [[0, 946.4], [890.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.952631, 40.768379], 'name': 'York Avenue'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.952631, 40.768379], 'name': 'York Avenue'}]}
-73.911469,40.76841,-74.001686,40.76841,1831.3,{'durations': [[0, 1831.3], [1764.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.000348, 40.768241], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.000348, 40.768241], 'name': ''}]}
-73.911469,40.76841,-73.979225,40.76841,1395.2,{'durations': [[0, 1395.2], [1135.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.97946, 40.768236], 'name': 'West Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.97946, 40.768236], 'name': 'West Drive'}]}
-73.911469,40.76841,-73.984406,40.76841,1443.9,{'durations': [[0, 1443.9], [1213.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.984502, 40.768278], 'name': 'West 58th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.984502, 40.768278], 'name': 'West 58th Street'}]}
-73.911469,40.76841,-74.002739,40.76841,1898.2,{'durations': [[0, 1898.2], [1693.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.001194, 40.767026], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.001194, 40.767026], 'name': ''}]}
-73.911469,40.76841,-73.99,40.76841,1468.4,{'durations': [[0, 1468.4], [1424.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.990224, 40.7681], 'name': 'West 55th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.990224, 40.7681], 'name': 'West 55th Street'}]}
-73.911469,40.76841,-73.999077,40.76841,1788.6,{'durations': [[0, 1788.6], [1807.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.999397, 40.767983], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.999397, 40.767983], 'name': ''}]}
-73.911469,40.76841,-74.00898,40.76841,1975.2,{'durations': [[0, 1975.2], [1968.1, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.011355, 40.772504], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.011355, 40.772504], 'name': ''}]}
-73.911469,40.76841,-73.954994,40.76841,1020.7,{'durations': [[0, 1020.7], [949.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.955078, 40.768295], 'name': 'East 73rd Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.955078, 40.768295], 'name': 'East 73rd Street'}]}
-73.911469,40.76841,-73.999557,40.76841,1804.4,{'durations': [[0, 1804.4], [1791.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.99976, 40.76814], 'name': ''}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.99976, 40.76814], 'name': ''}]}
-73.911469,40.76841,-73.986816,40.76841,1386.0,{'durations': [[0, 1386], [1257.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.986833, 40.768387], 'name': 'West 57th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.986833, 40.768387], 'name': 'West 57th Street'}]}
-73.911469,40.76841,-73.962158,40.76841,1117.5,{'durations': [[0, 1117.5], [1016.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.961992, 40.768637], 'name': 'East 70th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.961992, 40.768637], 'name': 'East 70th Street'}]}
-73.911469,40.76841,-73.969582,40.76841,1122.6,{'durations': [[0, 1122.6], [1121.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.969507, 40.768512], 'name': 'East 66th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.969507, 40.768512], 'name': 'East 66th Street'}]}
-73.911469,40.76841,-73.985291,40.76841,1427.2,{'durations': [[0, 1427.2], [1254.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.985342, 40.768431], 'name': '9th Avenue'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.985342, 40.768431], 'name': '9th Avenue'}]}
-73.911469,40.76841,-73.992668,40.76841,1505.5,{'durations': [[0, 1505.5], [1378.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.992708, 40.768357], 'name': 'West 54th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.992708, 40.768357], 'name': 'West 54th Street'}]}
-73.911469,40.76841,-73.905273,40.76841,287.4,{'durations': [[0, 287.4], [292, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.905239, 40.768506], 'name': 'Brooklyn-Queens Expressway'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.905239, 40.768506], 'name': 'Brooklyn-Queens Expressway'}]}
-73.911469,40.76841,-73.97847,40.76841,1400.7,{'durations': [[0, 1400.7], [1129.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.97905, 40.767939], 'name': 'West Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.97905, 40.767939], 'name': 'West Drive'}]}
-73.911469,40.76841,-73.985909,40.76841,1375.5,{'durations': [[0, 1375.5], [1246.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.986141, 40.768095], 'name': 'West 57th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.986141, 40.768095], 'name': 'West 57th Street'}]}
-73.911469,40.76841,-73.959068,40.76841,1041.3,{'durations': [[0, 1041.3], [1110, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.959186, 40.76825], 'name': 'East 71st Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.959186, 40.76825], 'name': 'East 71st Street'}]}
-73.911469,40.76841,-73.9785,40.76841,1400.5,{'durations': [[0, 1400.5], [1130, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979067, 40.767951], 'name': 'West Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.979067, 40.767951], 'name': 'West Drive'}]}
-73.911469,40.76841,-74.014244,40.76841,1883.4,{'durations': [[0, 1883.4], [1958.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.015542, 40.768865], 'name': 'Henley Place'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-74.015542, 40.768865], 'name': 'Henley Place'}]}
-73.911469,40.76841,-73.982712,40.76841,1339.2,{'durations': [[0, 1339.2], [1170.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.982313, 40.768232], 'name': 'Columbus Circle'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.982313, 40.768232], 'name': 'Columbus Circle'}]}
-73.911469,40.76841,-73.955315,40.76841,1027.8,{'durations': [[0, 1027.8], [942.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.955324, 40.768398], 'name': 'East 73rd Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.955324, 40.768398], 'name': 'East 73rd Street'}]}
-73.911469,40.76841,-73.988029,40.76841,1488.2,{'durations': [[0, 1488.2], [1312.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.988255, 40.768097], 'name': 'West 56th Street'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.988255, 40.768097], 'name': 'West 56th Street'}]}
-73.911469,40.76841,-73.948807,40.76841,1056.2,{'durations': [[0, 1056.2], [695.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.949115, 40.768553], 'name': 'FDR Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.949115, 40.768553], 'name': 'FDR Drive'}]}
-73.911469,40.76841,-73.972443,40.76841,1296.3,{'durations': [[0, 1296.3], [1337.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.973047, 40.768502], 'name': 'East Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.973047, 40.768502], 'name': 'East Drive'}]}
-73.911469,40.76841,-73.976936,40.76841,1251.7,{'durations': [[0, 1251.7], [1334.7, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.975905, 40.768095], 'name': 'Center Drive'}], 'sources': [{'location': [-73.911363, 40.768361], 'name': 'Steinway Street'}, {'location': [-73.975905, 40.768095], 'name': 'Center Drive'}]}
-73.990562,40.771133,-73.948509,40.771133,876.3,{'durations': [[0, 876.3], [897.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.948325, 40.771382], 'name': 'East 80th Street'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.948325, 40.771382], 'name': 'East 80th Street'}]}
-73.990562,40.771133,-74.002846,40.771133,374.5,{'durations': [[0, 374.5], [603.9, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.99931, 40.769511], 'name': ''}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.99931, 40.769511], 'name': ''}]}
-73.990562,40.771133,-73.984909,40.771133,276.8,{'durations': [[0, 276.8], [231.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.984576, 40.771584], 'name': 'West 62nd Street'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.984576, 40.771584], 'name': 'West 62nd Street'}]}
-73.990562,40.771133,-73.975075,40.771133,298.9,{'durations': [[0, 298.9], [386.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.975748, 40.770507], 'name': '65th Street Transverse'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.975748, 40.770507], 'name': '65th Street Transverse'}]}
-73.990562,40.771133,-74.001656,40.771133,374.5,{'durations': [[0, 374.5], [603.9, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.99931, 40.769511], 'name': ''}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.99931, 40.769511], 'name': ''}]}
-73.990562,40.771133,-73.980896,40.771133,318.9,{'durations': [[0, 318.9], [279.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.981048, 40.770929], 'name': 'West 63rd Street'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.981048, 40.770929], 'name': 'West 63rd Street'}]}
-73.990562,40.771133,-73.954681,40.771133,776.9,{'durations': [[0, 776.9], [809.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.954494, 40.771387], 'name': 'East 77th Street'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.954494, 40.771387], 'name': 'East 77th Street'}]}
-73.990562,40.771133,-73.963959,40.771133,546.5,{'durations': [[0, 546.5], [603.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.963934, 40.771122], 'name': 'Park Avenue'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.963934, 40.771122], 'name': 'Park Avenue'}]}
-73.990562,40.771133,-73.972847,40.771133,469.2,{'durations': [[0, 469.2], [592.9, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.973525, 40.769863], 'name': 'Center Drive'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.973525, 40.769863], 'name': 'Center Drive'}]}
-73.990562,40.771133,-73.961624,40.771133,628.2,{'durations': [[0, 628.2], [626.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.961674, 40.771154], 'name': 'Lexington Avenue'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.961674, 40.771154], 'name': 'Lexington Avenue'}]}
-73.990562,40.771133,-73.991394,40.771133,141.6,{'durations': [[0, 141.6], [24.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.991365, 40.771171], 'name': 'West 58th Street'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.991365, 40.771171], 'name': 'West 58th Street'}]}
-73.990562,40.771133,-73.980957,40.771133,320.1,{'durations': [[0, 320.1], [278, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.981094, 40.770949], 'name': 'West 63rd Street'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.981094, 40.770949], 'name': 'West 63rd Street'}]}
-73.990562,40.771133,-73.976532,40.771133,290.9,{'durations': [[0, 290.9], [378.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.976624, 40.771048], 'name': '65th Street Transverse'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-73.976624, 40.771048], 'name': '65th Street Transverse'}]}
-73.990562,40.771133,-74.01442,40.771133,788.6,{'durations': [[0, 788.6], [942.9, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-74.014811, 40.771244], 'name': 'Regency Place'}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-74.014811, 40.771244], 'name': 'Regency Place'}]}
-73.990562,40.771133,-74.005524,40.771133,873.8,{'durations': [[0, 873.8], [1046.7, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-74.010647, 40.773379], 'name': ''}], 'sources': [{'location': [-73.990751, 40.77121], 'name': '11th Avenue'}, {'location': [-74.010647, 40.773379], 'name': ''}]}
