x_from,y_from,x_to,y_to,dist,json
-73.962952,40.778088,-73.970352,40.778088,89.3,{'durations': [[0, 89.3], [196.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.969567, 40.77936], 'name': '79th Street Transverse Road'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.969567, 40.77936], 'name': '79th Street Transverse Road'}]}
-73.962952,40.778088,-73.988777,40.778088,498.4,{'durations': [[0, 498.4], [621, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.988638, 40.778059], 'name': 'Riverside Boulevard'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.988638, 40.778059], 'name': 'Riverside Boulevard'}]}
-73.962952,40.778088,-73.969315,40.778088,87.3,{'durations': [[0, 87.3], [193.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.968101, 40.778529], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.968101, 40.778529], 'name': ''}]}
-73.962952,40.778088,-73.994476,40.778088,499.9,{'durations': [[0, 499.9], [673.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990894, 40.776597], 'name': 'Joe DiMaggio Highway'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990894, 40.776597], 'name': 'Joe DiMaggio Highway'}]}
-73.962952,40.778088,-73.991776,40.778088,494.3,{'durations': [[0, 494.3], [679, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.99029, 40.777416], 'name': 'Joe DiMaggio Highway'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.99029, 40.777416], 'name': 'Joe DiMaggio Highway'}]}
-73.962952,40.778088,-73.987267,40.778088,517.1,{'durations': [[0, 517.1], [616.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.987596, 40.778177], 'name': 'Freedom Place'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.987596, 40.778177], 'name': 'Freedom Place'}]}
-73.962952,40.778088,-73.962349,40.778088,126.9,{'durations': [[0, 126.9], [28.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.962322, 40.778125], 'name': 'East 81st Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.962322, 40.778125], 'name': 'East 81st Street'}]}
-73.962952,40.778088,-73.959991,40.778088,109.1,{'durations': [[0, 109.1], [152.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.960056, 40.778], 'name': 'East 82nd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.960056, 40.778], 'name': 'East 82nd Street'}]}
-73.962952,40.778088,-73.957603,40.778088,247.9,{'durations': [[0, 247.9], [177.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.957767, 40.777866], 'name': 'East 83rd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.957767, 40.777866], 'name': 'East 83rd Street'}]}
-73.962952,40.778088,-73.96727,40.778088,64.4,{'durations': [[0, 64.4], [173.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.967129, 40.778347], 'name': '79th Street Transverse Road'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.967129, 40.778347], 'name': '79th Street Transverse Road'}]}
-73.962952,40.778088,-73.952904,40.778088,287.9,{'durations': [[0, 287.9], [280.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.952741, 40.77831], 'name': 'East 86th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.952741, 40.77831], 'name': 'East 86th Street'}]}
-73.962952,40.778088,-73.990974,40.778088,492.5,{'durations': [[0, 492.5], [680.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990079, 40.777684], 'name': 'Joe DiMaggio Highway'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990079, 40.777684], 'name': 'Joe DiMaggio Highway'}]}
-73.962952,40.778088,-73.991478,40.778088,493.7,{'durations': [[0, 493.7], [679.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990211, 40.777516], 'name': 'Joe DiMaggio Highway'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990211, 40.777516], 'name': 'Joe DiMaggio Highway'}]}
-73.962952,40.778088,-73.995415,40.778088,501.9,{'durations': [[0, 501.9], [671.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.991112, 40.776296], 'name': 'Joe DiMaggio Highway'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.991112, 40.776296], 'name': 'Joe DiMaggio Highway'}]}
-73.962952,40.778088,-74.010605,40.778088,1394.8,{'durations': [[0, 1394.8], [1601.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.01033, 40.777962], 'name': 'Avenue at Port Imperial'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.01033, 40.777962], 'name': 'Avenue at Port Imperial'}]}
-73.962952,40.778088,-74.005966,40.778088,1446.6,{'durations': [[0, 1446.6], [1638.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.007828, 40.77938], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.007828, 40.77938], 'name': ''}]}
-73.962952,40.778088,-73.987419,40.778088,516.4,{'durations': [[0, 516.4], [616.9, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.987613, 40.77814], 'name': 'Freedom Place'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.987613, 40.77814], 'name': 'Freedom Place'}]}
-73.962952,40.778088,-73.984421,40.778088,458.3,{'durations': [[0, 458.3], [533, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.984437, 40.778066], 'name': 'West 70th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.984437, 40.778066], 'name': 'West 70th Street'}]}
-73.962952,40.778088,-73.991508,40.778088,493.7,{'durations': [[0, 493.7], [679.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990219, 40.777506], 'name': 'Joe DiMaggio Highway'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990219, 40.777506], 'name': 'Joe DiMaggio Highway'}]}
-73.962952,40.778088,-73.978645,40.778088,300.8,{'durations': [[0, 300.8], [526.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978559, 40.77821], 'name': 'West 73rd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978559, 40.77821], 'name': 'West 73rd Street'}]}
-73.962952,40.778088,-73.978531,40.778088,298.9,{'durations': [[0, 298.9], [528.1, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.97847, 40.778174], 'name': 'West 73rd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.97847, 40.778174], 'name': 'West 73rd Street'}]}
-73.962952,40.778088,-73.961662,40.778088,108.7,{'durations': [[0, 108.7], [46.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.961798, 40.777903], 'name': 'East 81st Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.961798, 40.777903], 'name': 'East 81st Street'}]}
-73.962952,40.778088,-73.956032,40.778088,221.9,{'durations': [[0, 221.9], [329.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.956101, 40.777994], 'name': 'East 84th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.956101, 40.777994], 'name': 'East 84th Street'}]}
-73.962952,40.778088,-73.97464,40.778088,210.9,{'durations': [[0, 210.9], [317.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.974602, 40.778072], 'name': 'Central Park West'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.974602, 40.778072], 'name': 'Central Park West'}]}
-73.962952,40.778088,-73.978973,40.778088,306.3,{'durations': [[0, 306.3], [520.7, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978813, 40.778313], 'name': 'West 73rd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978813, 40.778313], 'name': 'West 73rd Street'}]}
-73.962952,40.778088,-73.968414,40.778088,87.3,{'durations': [[0, 87.3], [193.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.968101, 40.778529], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.968101, 40.778529], 'name': ''}]}
-73.962952,40.778088,-73.978241,40.778088,298.5,{'durations': [[0, 298.5], [428.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978244, 40.778083], 'name': 'West 73rd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978244, 40.778083], 'name': 'West 73rd Street'}]}
-73.962952,40.778088,-74.003113,40.778088,1488.0,{'durations': [[0, 1488], [1695, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005494, 40.781036], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005494, 40.781036], 'name': ''}]}
-73.962952,40.778088,-73.984634,40.778088,455.0,{'durations': [[0, 455], [536.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.9846, 40.778134], 'name': 'West 70th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.9846, 40.778134], 'name': 'West 70th Street'}]}
-73.962952,40.778088,-73.955093,40.778088,284.8,{'durations': [[0, 284.8], [274.1, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.954921, 40.778322], 'name': 'East 85th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.954921, 40.778322], 'name': 'East 85th Street'}]}
-73.962952,40.778088,-73.963753,40.778088,6.1,{'durations': [[0, 6.1], [209, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.963123, 40.777825], 'name': '5th Avenue'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.963123, 40.777825], 'name': '5th Avenue'}]}
-73.962952,40.778088,-74.004074,40.778088,1446.6,{'durations': [[0, 1446.6], [1638.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.007828, 40.77938], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.007828, 40.77938], 'name': ''}]}
-73.962952,40.778088,-73.982864,40.778088,393.3,{'durations': [[0, 393.3], [581.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.982783, 40.7782], 'name': 'West 71st Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.982783, 40.7782], 'name': 'West 71st Street'}]}
-73.962952,40.778088,-73.979424,40.778088,306.2,{'durations': [[0, 306.2], [416.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.979661, 40.777762], 'name': 'West 72nd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.979661, 40.777762], 'name': 'West 72nd Street'}]}
-73.962952,40.778088,-73.977058,40.778088,304.4,{'durations': [[0, 304.4], [370.9, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.976883, 40.778327], 'name': 'West 74th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.976883, 40.778327], 'name': 'West 74th Street'}]}
-73.962952,40.778088,-73.97065,40.778088,93.4,{'durations': [[0, 93.4], [200.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.969968, 40.779482], 'name': '79th Street Transverse Road'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.969968, 40.779482], 'name': '79th Street Transverse Road'}]}
-73.962952,40.778088,-73.998024,40.778088,507.6,{'durations': [[0, 507.6], [665.7, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.991739, 40.775442], 'name': 'Joe DiMaggio Highway'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.991739, 40.775442], 'name': 'Joe DiMaggio Highway'}]}
-73.962952,40.778088,-73.989082,40.778088,499.5,{'durations': [[0, 499.5], [622.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.988658, 40.778001], 'name': 'Riverside Boulevard'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.988658, 40.778001], 'name': 'Riverside Boulevard'}]}
-73.962952,40.778088,-74.002365,40.778088,1486.6,{'durations': [[0, 1486.6], [1696.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005442, 40.78106], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005442, 40.78106], 'name': ''}]}
-73.962952,40.778088,-73.952705,40.778088,291.4,{'durations': [[0, 291.4], [283.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.952589, 40.778246], 'name': 'East 86th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.952589, 40.778246], 'name': 'East 86th Street'}]}
-73.962952,40.778088,-74.001686,40.778088,1486.6,{'durations': [[0, 1486.6], [1696.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005442, 40.78106], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005442, 40.78106], 'name': ''}]}
-73.962952,40.778088,-73.979225,40.778088,310.5,{'durations': [[0, 310.5], [516.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.979009, 40.778393], 'name': 'West 73rd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.979009, 40.778393], 'name': 'West 73rd Street'}]}
-73.962952,40.778088,-73.984406,40.778088,458.5,{'durations': [[0, 458.5], [532.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.984425, 40.778061], 'name': 'West 70th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.984425, 40.778061], 'name': 'West 70th Street'}]}
-73.962952,40.778088,-74.002739,40.778088,1486.6,{'durations': [[0, 1486.6], [1696.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005442, 40.78106], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005442, 40.78106], 'name': ''}]}
-73.962952,40.778088,-73.99,40.778088,490.2,{'durations': [[0, 490.2], [683.1, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.989821, 40.778013], 'name': 'Joe DiMaggio Highway'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.989821, 40.778013], 'name': 'Joe DiMaggio Highway'}]}
-73.962952,40.778088,-73.999077,40.778088,1485.6,{'durations': [[0, 1485.6], [1697.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005416, 40.781087], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005416, 40.781087], 'name': ''}]}
-73.962952,40.778088,-74.00898,40.778088,1412.7,{'durations': [[0, 1412.7], [1604.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.009126, 40.778298], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.009126, 40.778298], 'name': ''}]}
-73.962952,40.778088,-73.954994,40.778088,281.9,{'durations': [[0, 281.9], [277, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.954845, 40.77829], 'name': 'East 85th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.954845, 40.77829], 'name': 'East 85th Street'}]}
-73.962952,40.778088,-73.999557,40.778088,1485.6,{'durations': [[0, 1485.6], [1697.4, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005416, 40.781087], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.005416, 40.781087], 'name': ''}]}
-73.962952,40.778088,-73.986816,40.778088,458.8,{'durations': [[0, 458.8], [631.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.986309, 40.777703], 'name': ''}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.986309, 40.777703], 'name': ''}]}
-73.962952,40.778088,-73.962158,40.778088,121.8,{'durations': [[0, 121.8], [33.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.962176, 40.778063], 'name': 'East 81st Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.962176, 40.778063], 'name': 'East 81st Street'}]}
-73.962952,40.778088,-73.969582,40.778088,81.7,{'durations': [[0, 81.7], [190.1, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.968862, 40.779069], 'name': '79th Street Transverse Road'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.968862, 40.779069], 'name': '79th Street Transverse Road'}]}
-73.962952,40.778088,-73.985291,40.778088,444.7,{'durations': [[0, 444.7], [546.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.985103, 40.778345], 'name': 'West 70th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.985103, 40.778345], 'name': 'West 70th Street'}]}
-73.962952,40.778088,-73.992668,40.778088,496.0,{'durations': [[0, 496], [677.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990474, 40.777175], 'name': 'Joe DiMaggio Highway'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.990474, 40.777175], 'name': 'Joe DiMaggio Highway'}]}
-73.962952,40.778088,-73.905273,40.778088,1293.3,{'durations': [[0, 1293.3], [1305.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.905124, 40.777979], 'name': '35th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.905124, 40.777979], 'name': '35th Street'}]}
-73.962952,40.778088,-73.97847,40.778088,297.9,{'durations': [[0, 297.9], [529.1, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978423, 40.778154], 'name': 'West 73rd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978423, 40.778154], 'name': 'West 73rd Street'}]}
-73.962952,40.778088,-73.985909,40.778088,438.7,{'durations': [[0, 438.7], [553.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.985777, 40.778033], 'name': 'West End Avenue'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.985777, 40.778033], 'name': 'West End Avenue'}]}
-73.962952,40.778088,-73.959068,40.778088,177.0,{'durations': [[0, 177], [136.8, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.958912, 40.778023], 'name': 'Park Avenue'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.958912, 40.778023], 'name': 'Park Avenue'}]}
-73.962952,40.778088,-73.9785,40.778088,298.4,{'durations': [[0, 298.4], [528.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978446, 40.778164], 'name': 'West 73rd Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.978446, 40.778164], 'name': 'West 73rd Street'}]}
-73.962952,40.778088,-74.014244,40.778088,1298.5,{'durations': [[0, 1298.5], [1586.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.01422, 40.778118], 'name': '48th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-74.01422, 40.778118], 'name': '48th Street'}]}
-73.962952,40.778088,-73.982712,40.778088,390.7,{'durations': [[0, 390.7], [583.9, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.982666, 40.778151], 'name': 'West 71st Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.982666, 40.778151], 'name': 'West 71st Street'}]}
-73.962952,40.778088,-73.955315,40.778088,291.4,{'durations': [[0, 291.4], [267.5, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.95509, 40.778394], 'name': 'East 85th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.95509, 40.778394], 'name': 'East 85th Street'}]}
-73.962952,40.778088,-73.988029,40.778088,512.2,{'durations': [[0, 512.2], [638.2, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.988101, 40.777992], 'name': 'West 68th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.988101, 40.777992], 'name': 'West 68th Street'}]}
-73.962952,40.778088,-73.948807,40.778088,375.6,{'durations': [[0, 375.6], [415.1, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.948564, 40.777986], 'name': '1st Avenue'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.948564, 40.777986], 'name': '1st Avenue'}]}
-73.962952,40.778088,-73.972443,40.778088,198.3,{'durations': [[0, 198.3], [305.7, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.974088, 40.778776], 'name': 'Central Park West'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.974088, 40.778776], 'name': 'Central Park West'}]}
-73.962952,40.778088,-73.976936,40.778088,306.3,{'durations': [[0, 306.3], [369, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.97679, 40.778288], 'name': 'West 74th Street'}], 'sources': [{'location': [-73.962936, 40.778081], 'name': '5th Avenue'}, {'location': [-73.97679, 40.778288], 'name': 'West 74th Street'}]}
-73.970398,40.751732,-73.948509,40.751732,575.5,{'durations': [[0, 575.5], [778.6, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.970483, 40.751615], 'name': 'East 45th Street'}, {'location': [-73.94826, 40.751606], 'name': '11th Street'}], 'sources': [{'location': [-73.970483, 40.751615], 'name': 'East 45th Street'}, {'location': [-73.94826, 40.751606], 'name': '11th Street'}]}
-73.970398,40.751732,-74.002846,40.751732,795.5,{'durations': [[0, 795.5], [972.7, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.970483, 40.751615], 'name': 'East 45th Street'}, {'location': [-74.002677, 40.751965], 'name': 'West 29th Street'}], 'sources': [{'location': [-73.970483, 40.751615], 'name': 'East 45th Street'}, {'location': [-74.002677, 40.751965], 'name': 'West 29th Street'}]}
-73.970398,40.751732,-73.984909,40.751732,480.4,{'durations': [[0, 480.4], [450.3, 0]], 'code': 'Ok', 'destinations': [{'location': [-73.970483, 40.751615], 'name': 'East 45th Street'}, {'location': [-73.984826, 40.751845], 'name': 'West 38th Street'}], 'sources': [{'location': [-73.970483, 40.751615], 'name': 'East 45th Street'}, {'location': [-73.984826, 40.751845], 'name': 'West 38th Street'}]}
